-0.083635 -0.863815 -0.047576 0.494535 2
-0.077608 -0.862293 -0.048637 0.498059 2
-0.078873 -0.861415 -0.049718 0.499271 2
-0.087860 -0.859514 -0.053855 0.500616 2
-0.092786 -0.858636 -0.056638 0.500927 2
-0.095996 -0.859245 -0.059997 0.498881 2
-0.103352 -0.859249 -0.062997 0.497032 2
-0.119095 -0.857003 -0.069702 0.496492 2
-0.124728 -0.851964 -0.075017 0.502965 2
-0.129633 -0.849434 -0.077829 0.505568 2
-0.127073 -0.848549 -0.079312 0.507471 2
-0.119885 -0.850607 -0.072508 0.506791 2
-0.119739 -0.850876 -0.073764 0.506193 2
-0.118555 -0.849465 -0.078983 0.508050 2
-0.112865 -0.854317 -0.070524 0.502424 2
-0.106914 -0.858964 -0.071872 0.495566 2
-0.102522 -0.865739 -0.077949 0.483641 2
-0.106037 -0.863431 -0.084588 0.485889 2
-0.114376 -0.864009 -0.086391 0.482642 2
-0.116039 -0.864896 -0.093808 0.479260 2
-0.116183 -0.866403 -0.094145 0.476429 2
-0.120485 -0.865546 -0.102826 0.475121 2
-0.130805 -0.860700 -0.113719 0.478701 2
-0.135963 -0.856347 -0.121359 0.483174 2
-0.134066 -0.855801 -0.132066 0.481861 2
-0.132883 -0.856770 -0.132856 0.480246 2
-0.135604 -0.855135 -0.134115 0.482047 2
-0.139874 -0.854569 -0.136759 0.481085 2
-0.140773 -0.854174 -0.136273 0.481664 2
-0.139744 -0.855698 -0.135143 0.479572 2
-0.136324 -0.857114 -0.127116 0.480222 2
-0.134179 -0.858204 -0.120474 0.480592 2
-0.134858 -0.859009 -0.113892 0.480568 2
-0.133162 -0.853574 -0.115768 0.490181 2
-0.137062 -0.848131 -0.112714 0.499183 2
-0.138461 -0.846624 -0.118860 0.499929 2
-0.140862 -0.844257 -0.115287 0.504079 2
-0.137646 -0.844865 -0.109581 0.505222 2
-0.140373 -0.844869 -0.109611 0.504458 2
-0.144768 -0.843316 -0.111434 0.505413 2
-0.154809 -0.847918 -0.115254 0.493747 2
-0.171727 -0.837858 -0.128283 0.502044 2
-0.186442 -0.833585 -0.152690 0.497053 2
-0.188274 -0.835262 -0.162434 0.490414 2
-0.191229 -0.836124 -0.168846 0.485613 2
-0.196294 -0.832985 -0.175365 0.486675 2
-0.192807 -0.832114 -0.176515 0.489136 2
-0.182997 -0.837170 -0.171113 0.486188 2
-0.185337 -0.839007 -0.172970 0.481455 2
-0.181455 -0.839960 -0.181549 0.478103 2
