0.794218 0.533260 0.207853 -0.204079 1
0.795143 0.530019 0.213433 -0.203157 1
0.797059 0.529747 0.212330 -0.197436 1
0.799454 0.528521 0.211567 -0.191777 1
0.800462 0.527957 0.211103 -0.189624 1
0.800676 0.529021 0.208479 -0.188655 1
0.800607 0.527390 0.208938 -0.192958 1
0.800378 0.528127 0.204092 -0.197039 1
0.801168 0.526301 0.203955 -0.198848 1
0.800972 0.526587 0.203271 -0.199575 1
0.802865 0.523315 0.212124 -0.191189 1
0.805699 0.516902 0.221939 -0.185485 1
0.805414 0.519184 0.221762 -0.180494 1
0.807210 0.517446 0.222721 -0.176231 1
0.808985 0.516964 0.223215 -0.168719 1
0.811779 0.515571 0.223165 -0.159368 1
0.813418 0.514369 0.225242 -0.151795 1
0.815975 0.511283 0.227399 -0.145135 1
0.818273 0.509148 0.229609 -0.135928 1
0.819561 0.508458 0.232069 -0.126229 1
0.820739 0.506808 0.234136 -0.121300 1
0.822213 0.504080 0.237913 -0.115176 1
0.825143 0.499353 0.241713 -0.106588 1
0.826922 0.496102 0.247259 -0.094579 1
0.828206 0.493691 0.250255 -0.087847 1
0.828774 0.491522 0.254030 -0.083719 1
0.829525 0.489215 0.257496 -0.079075 1
0.830248 0.487192 0.260088 -0.075405 1
0.830497 0.485981 0.262778 -0.071029 1
0.831508 0.482869 0.266564 -0.066141 1
0.832495 0.479258 0.270933 -0.062125 1
0.833167 0.476815 0.273587 -0.060253 1
0.833436 0.476083 0.275299 -0.054218 1
0.831728 0.478592 0.277576 -0.046138 1
0.832042 0.476821 0.280402 -0.041499 1
0.832388 0.473557 0.285440 -0.037380 1
0.831292 0.470005 0.295704 -0.024658 1
0.831186 0.466361 0.302577 -0.009198 1
0.829423 0.467559 0.305676 0.002991 1
0.829127 0.467514 0.306485 0.006783 1
0.830870 0.463494 0.307869 0.006653 1
0.830489 0.463562 0.308735 0.008974 1
0.829309 0.462724 0.312956 0.013839 1
0.834657 0.451707 0.314945 0.010882 1
0.834367 0.451664 0.315562 0.015876 1
0.833505 0.451546 0.317780 0.019790 1
0.833123 0.451057 0.319252 0.023089 1
0.833201 0.452072 0.317274 0.027288 1
0.837155 0.443881 0.318470 0.026790 1
0.839314 0.439743 0.318287 0.029528 1
0.837206 0.439237 0.324183 0.032593 1
0.836290 0.438297 0.327565 0.034861 1
0.833755 0.440098 0.330143 0.046601 1
0.833640 0.435870 0.334494 0.056351 1
0.834369 0.429166 0.339894 0.064160 1
0.834919 0.424121 0.343490 0.071038 1
0.834726 0.422175 0.344854 0.077951 1
0.835264 0.419529 0.345760 0.082337 1
0.835206 0.419285 0.346102 0.082727 1
0.835292 0.418129 0.347201 0.083113 1
0.833851 0.418230 0.349288 0.088170 1
0.832309 0.417021 0.353184 0.092823 1
0.830970 0.414912 0.356499 0.101219 1
0.829393 0.412939 0.360481 0.107899 1
0.828126 0.409068 0.364550 0.118216 1
0.827401 0.404147 0.368658 0.127139 1
0.827210 0.400592 0.370017 0.135416 1
0.827147 0.400402 0.369396 0.138032 1
0.827551 0.397962 0.371058 0.138208 1
0.826199 0.395725 0.374393 0.143624 1
0.824686 0.394823 0.376192 0.149957 1
0.823651 0.392824 0.378615 0.154725 1
0.822239 0.390525 0.381385 0.161116 1
0.821318 0.387396 0.383503 0.168184 1
0.820565 0.385268 0.385924 0.171186 1
0.819574 0.384839 0.387259 0.173860 1
0.818492 0.382935 0.390036 0.176929 1
0.817428 0.380014 0.393919 0.179521 1
0.816794 0.378032 0.394808 0.184572 1
0.815728 0.375628 0.396459 0.190556 1
0.814610 0.372846 0.398847 0.195748 1
0.813007 0.369010 0.402336 0.202428 1
0.811557 0.366008 0.405252 0.207807 1
0.809302 0.363213 0.408445 0.215125 1
0.808359 0.359771 0.410684 0.220135 1
0.806834 0.356681 0.414219 0.224098 1
0.805159 0.353552 0.416913 0.230010 1
0.803545 0.350245 0.418847 0.237089 1
0.802294 0.347943 0.420542 0.241668 1
0.801019 0.345535 0.423012 0.245021 1
0.800090 0.342355 0.425516 0.248164 1
0.799753 0.339603 0.426692 0.250996 1
0.797853 0.338292 0.428829 0.255139 1
0.796517 0.337163 0.430169 0.258525 1
0.794507 0.336246 0.432321 0.262291 1
0.792490 0.334836 0.434015 0.267349 1
0.790762 0.331211 0.437087 0.271938 1
0.789466 0.327597 0.439251 0.276556 1
0.788730 0.324562 0.441019 0.279406 1
0.788607 0.320162 0.442559 0.282379 1
-0.033101 -0.891115 0.110764 0.438806 2
-0.022934 -0.893805 0.107435 0.434793 2
-0.028595 -0.889168 0.095163 0.446662 2
-0.032235 -0.886172 0.084191 0.454502 2
-0.035333 -0.885765 0.070776 0.457344 2
-0.043905 -0.882388 0.062571 0.464272 2
-0.043034 -0.878402 0.062438 0.471869 2
-0.041467 -0.868896 0.063353 0.489170 2
-0.040595 -0.861342 0.067399 0.501895 2
-0.035407 -0.859893 0.067864 0.504702 2
-0.034980 -0.859883 0.065450 0.505069 2
-0.036946 -0.858897 0.060455 0.507223 2
-0.041025 -0.858722 0.055719 0.507749 2
-0.044429 -0.856814 0.050533 0.511216 2
-0.046502 -0.855016 0.050544 0.514033 2
-0.046909 -0.854191 0.049364 0.515481 2
-0.046267 -0.855013 0.045247 0.514553 2
-0.031884 -0.863894 0.041129 0.500978 2
-0.015831 -0.866536 0.058699 0.495398 2
-0.000263 -0.868650 0.068963 0.490602 2
0.004756 -0.869859 0.073793 0.487727 2
-0.005752 -0.863765 0.070848 0.498856 2
-0.023277 -0.852866 0.054101 0.518798 2
-0.029677 -0.853056 0.045633 0.518972 2
-0.033281 -0.854959 0.036822 0.516316 2
-0.038813 -0.856881 0.035183 0.512845 2
-0.048125 -0.860734 0.022146 0.506291 2
-0.058494 -0.863484 0.013973 0.500777 2
-0.066209 -0.866782 0.004320 0.494253 2
-0.062460 -0.871842 -0.007605 0.485729 2
-0.056195 -0.873570 -0.006509 0.483400 2
-0.050692 -0.873629 -0.000559 0.483944 2
-0.042599 -0.874063 0.008656 0.483863 2
-0.040684 -0.873976 0.016852 0.483969 2
-0.043556 -0.871623 0.012848 0.488068 2
-0.047416 -0.870247 0.010773 0.490210 2
-0.048171 -0.870680 0.008183 0.489417 2
-0.051135 -0.871975 0.004097 0.486855 2
-0.057127 -0.871056 -0.001843 0.487847 2
-0.059055 -0.871329 -0.006824 0.487085 2
-0.059231 -0.872666 -0.010685 0.484595 2
-0.061966 -0.873151 -0.019929 0.483085 2
-0.069765 -0.870296 -0.029080 0.486696 2
-0.071243 -0.870374 -0.037242 0.485784 2
-0.073588 -0.869379 -0.045893 0.486476 2
-0.078085 -0.866573 -0.050432 0.490317 2
-0.080172 -0.864467 -0.047432 0.493984 2
-0.084379 -0.864867 -0.044750 0.492832 2
-0.085352 -0.863500 -0.049670 0.494587 2
-0.085930 -0.862621 -0.049586 0.496026 2
